# Constructed from biom file
#OTU ID	F31-1	F31-2	F31-3	F31-4	F31-5	F31-6	F31-7	F31-8	F31-9	h3-4-5	taxonomy
336ab118d842e8d6b845c9edf66f5f86	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
54a6c8ab69e4e810ed631fde3c98a969	0.0	0.0	0.0	12.0	11.0	7.0	0.0	8.0	0.0	0.0	Unassigned
e28bec3c8bf9266fed8ec2e9edd7c661	0.0	0.0	0.0	0.0	15.0	6.0	0.0	0.0	17.0	0.0	Unassigned
508ffe5ac8ea14c0102dabd89f4e18e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
d5673d2adb3403215b31f64660cbc39a	16.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
69e2924892c524e2e41ce597ffa66bdb	0.0	8.0	11.0	0.0	2.0	0.0	9.0	5.0	2.0	0.0	Unassigned
38a1a9f6f0c56bdf989e343770e6effd	0.0	0.0	27.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	d__Eukaryota
65a66a3715b9cdc50f6cd1381e6c3b4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	Unassigned
0b2a8893c79ebf8461f77e74b39db284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	Unassigned
4bcab7dbe142c818dd8193da7b784f80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales
c819cf12daa704521dd8c6f27c95ceb0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Angelakisella; s__uncultured_bacterium
463aff870d0e1b74dc3e389d10864381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
40ebcdf75afc9087bba678e5a74af7b7	9.0	17.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
9b44741887def7b07def6a4539f74603	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
4297353bc11564af35ca00ac8a073523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
79c870fa3a226c622dc7141f5566b5d9	9.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	Unassigned
5e1212674e874d50317939122b81f881	0.0	0.0	5.0	6.0	7.0	2.0	3.0	8.0	4.0	0.0	Unassigned
f5809e8d6da2623eeb2da37cc16e2fde	0.0	0.0	6.0	0.0	0.0	0.0	5.0	4.0	20.0	0.0	d__Eukaryota
cd372ba854b98ede29f7eae1cb2f30a8	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
5c25103a68d5fcf2a280870181dd1db7	0.0	0.0	0.0	2.0	0.0	0.0	15.0	0.0	18.0	0.0	Unassigned
15a84604d176da745040dbff4f7d7454	0.0	0.0	0.0	0.0	9.0	0.0	5.0	7.0	14.0	0.0	Unassigned
3d9b89906780351c24e7b3bdc03e6cef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_FCS020_group; s__uncultured_organism
f27d3786b465c34e1b8971edd2dfd86f	19.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
4e89ead60b77ccac20d38b93435e4c9a	9.0	9.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	Unassigned
fec047ae3ac5814747580ae89b9b6ed9	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
591793a9fcb3c274ca7a1d59fd761bd7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
bef71baa1a8400d1684328c6cc534e5f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae
b5641cdc346c2a3079e3b3af1834cab1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
c91fc4af34ab6170a87425a1f2596896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
079debf512f1c3370285c7ce165bc1cc	12.0	18.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
3221d4b6f21754aceee15e7585ea037c	0.0	0.0	3.0	0.0	7.0	4.0	8.0	0.0	11.0	0.0	Unassigned
1a81ef3f03486c1a3133a9fe018a1aac	0.0	0.0	3.0	6.0	0.0	5.0	7.0	3.0	9.0	0.0	Unassigned
5142adcf1b6216ec28dcea8186890bcd	0.0	0.0	0.0	10.0	0.0	0.0	7.0	4.0	12.0	0.0	d__Eukaryota
99e39d042916546a29059b86f462566b	0.0	0.0	0.0	0.0	10.0	0.0	0.0	9.0	14.0	0.0	Unassigned
193ff06a39734faf988f88a2317658bb	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured
d7cfaca23e56aac0482ca6081a27bc5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales
f6fa2a500bb76cc9e2da055eb2e692e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelotrichaceae_UCG-003
c9b91e13f44db01833c0dcceaedf9d99	13.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	12.0	0.0	d__Eukaryota
ea568a19555628f2e5831d1d95a72d89	12.0	16.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
259a884e093353c1e4c290b5a00f1353	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
a62a0b5cc2902d23969fe6159c9b8e4f	10.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
a9cb5549d52448904c0d4097d8646d34	0.0	0.0	0.0	2.0	6.0	0.0	13.0	0.0	11.0	0.0	Unassigned
ecab33e8a6087d390eed127f7c08a16d	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
c38bd2c38755e24300362a8cbdc6f247	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	d__Eukaryota
a46f8d2dd2ca312aa71940f0f1abb5f1	6.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	Unassigned
04e6f04e6c8d9f8a7041484fad5136da	0.0	0.0	3.0	7.0	0.0	0.0	14.0	0.0	7.0	0.0	Unassigned
914f7fb7978cb6ee24d8a58bec6edc38	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
f2876647c2d1e0975e0bae31bae5c6ab	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	11.0	0.0	Unassigned
fe64f4280a79f25e301590114a41d2ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Finegoldia
bb710a19dc81e973a9440a8c0c26df94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	Unassigned
2b1bc49a87f9a4b91e1231c5e16313e9	20.0	4.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	d__Bacteria
a059a34be55e35c6249975eaff9312db	16.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
33ca022a683c27418bb42c252c763f31	9.0	13.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	Unassigned
14c82b795a63d2ee0db26a13896e3c3b	6.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0	d__Eukaryota
8b0a5fe8f0f282a1c4934e23d25aa26a	0.0	10.0	8.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	Unassigned
033aff69200b991482c1945f42648846	0.0	0.0	10.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter
dd4df6ef3fd388828b5f10e26f906c13	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Intestinimonas; s__Intestinimonas_butyriciproducens
8d1f20115578bc071f4bdac054045885	0.0	0.0	0.0	0.0	5.0	0.0	11.0	0.0	14.0	0.0	Unassigned
6ff88283422453f19cb2777c029b9ab4	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	26.0	0.0	Unassigned
4f90a4d8f6e68407872fa09daa600e0a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
d13fe028ce48dc8ee1b310f3391ba508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
49f38ee5da99ff3abfdd090286c6e281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1
98441fce80560aea6b66127ae1969b92	6.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
03f1032df2b2ba60906198c8e5b1db22	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
4caa99bb72a17850f59f0879d708bdb0	0.0	0.0	9.0	0.0	3.0	2.0	8.0	0.0	7.0	0.0	Unassigned
14abe50ffcf31f974794fa79832474f3	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	12.0	0.0	Unassigned
b6ff9d1e54541a34e90ca143590231ec	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	Unassigned
e986719d896289677d944697d114a302	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
476bd46253a2f685a71953027cbdfcf1	0.0	0.0	0.0	0.0	0.0	0.0	11.0	18.0	0.0	0.0	Unassigned
bdadbf86432a5b6c209127b6c2d688af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	Unassigned
7f39dee92072752576cca98212509a1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
3b081c8c1bde78a931f431719d7846fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
d4a571088bcbe163d75c6f26749c1a91	7.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	Unassigned
d17a70b0ed76bf134e868c78a87474d0	9.0	3.0	0.0	0.0	3.0	0.0	9.0	0.0	4.0	0.0	Unassigned
a9278c9ea938dd41a1f0f9c43acafd1a	9.0	6.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	Unassigned
58bb2e49826bbf883871c182d6c7143e	3.0	0.0	0.0	5.0	4.0	2.0	5.0	0.0	9.0	0.0	Unassigned
21349264d02dc200d2de3ece79c0eb0b	0.0	12.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
c8c53152fa68de4ad745f6dd47dc1d4d	0.0	4.0	9.0	4.0	5.0	0.0	0.0	6.0	0.0	0.0	Unassigned
cd1d597273029e008f5f26d95a1e2d04	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	Unassigned
16691d4418d58602b3ed848e037d1689	0.0	0.0	13.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	d__Bacteria
61a14c60b68f5438ce8a40feba12f746	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
e70c4629db58fd0bd2a3f7c5d935298a	0.0	0.0	0.0	16.0	0.0	12.0	0.0	0.0	0.0	0.0	Unassigned
e6a02300513ec8ac369dc118fb5d5bd7	0.0	0.0	0.0	0.0	12.0	0.0	7.0	0.0	9.0	0.0	Unassigned
4469ec839fbd391e36ee8ecaf20519ff	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	Unassigned
f993b80e7b1ea140a8929ebe91c43544	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	Unassigned
0e22ac0aadb4874b8223c8ba5f277002	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	15.0	0.0	Unassigned
d1236cca73defe26e71e9868694a9473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	Unassigned
35761e6cff337658e3c92d0d9d732b51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_coxii
f54076510b621aa38dab44c7900c61a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Tyzzerella; s__Tyzzerella_sp.
d6929ce72ad597bb9dfef2955ff9868f	21.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
80a0580b586bd0698b530ed31f7c0a17	11.0	9.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	Unassigned
eb3e78f7bbfc31350ca9871917ba788e	3.0	0.0	17.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	Unassigned
272428b076102d944fc364663237c96b	0.0	0.0	24.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
d335d536aaba9b01639a52bee3d939f5	0.0	0.0	0.0	0.0	17.0	0.0	10.0	0.0	0.0	0.0	Unassigned
abab7add0b1124f44ae69214f56c0d27	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	14.0	0.0	Unassigned
1bbc42f3006180d8a40f2197a96e8a94	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	17.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus; s__Anaerotruncus_sp.
c1715c301c7b9d9a98229428a7c18c66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	19.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus
3a36e62f532d8f59a2b15d9fc92801a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
047ac28d4210bfc7e50ac93f859934c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
dd01c1eb171f2a4e0bcfc83df640296f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Ezakiella
d902b1dab9fc314979fc6cfa2fa2c285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Defluviitaleaceae; g__Defluviitaleaceae_UCG-011; s__uncultured_bacterium
940b11bef3e59ea6d88cf808304a68c6	5.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
d3678e91a6a82efc2f9e5a72cd0965bd	0.0	3.0	5.0	0.0	9.0	0.0	2.0	0.0	7.0	0.0	Unassigned
d9a65582e1b2f3e73db68006b3e862dd	0.0	0.0	0.0	3.0	3.0	9.0	0.0	5.0	6.0	0.0	Unassigned
65220f929aa9eb97871886f51b3878c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-001
c0fe691025fa100300f0179cd93ee11d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	Unassigned
c3882faff1b6e9bca0244329d0b532ba	8.0	0.0	0.0	6.0	6.0	0.0	2.0	3.0	0.0	0.0	Unassigned
434b5f4320636c92ba507a7a521f027c	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter
ef01939903bfce5b783fe36835e31dec	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
202aace7837393837f3b06945e4822f6	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	Unassigned
bc62672e7d91334e3cc9aac1dde38fa2	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	17.0	0.0	Unassigned
b4f885e3deed84b430911bb9b4eb9bd3	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	Unassigned
661ba6c698f38794eb46165e38738cda	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	Unassigned
0d315650539c7d894b776886a0ec7a89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
9b6e50e2ec6fef3113fc26383e643c63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group
c31571788db8d117017fcfcd2702fa55	6.0	5.0	0.0	8.0	0.0	3.0	0.0	0.0	2.0	0.0	Unassigned
5c8b1a6e7098b1c7d69929841409e8da	8.0	6.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	Unassigned
70aeb74f4f12c20ac76c2b9e51a53e4a	4.0	5.0	6.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	Unassigned
79f5289a156a3a13e1feed4b9c68b934	4.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	13.0	0.0	Unassigned
4bd03772c4d375c6d27aa118fdb8810b	0.0	13.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	Unassigned
80e368e4f7fd1e41bb37172d1f18ddbb	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group
94335daa8bb5cae61c554ca9d93aa3ad	0.0	0.0	4.0	2.0	3.0	0.0	11.0	4.0	0.0	0.0	Unassigned
cf38cb9b14a8c1e2e13ed49045bd7100	0.0	0.0	10.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	Unassigned
e003b16ee119cdb4b9dadb07cd9dc4fc	0.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	4.0	0.0	d__Eukaryota
f7d767b1fe76d0551115ace379264d54	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	Unassigned
fab8a49e629b0d35ae2ddf5f480e3eb6	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	17.0	0.0	Unassigned
d54e1a0a50e4a8fd4d320c95fc6be101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
010609d0002b8aca1c193390ad6a287c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_nodatum_group; s__Ihubacter_massiliensis
76e4d154c650c331c8fa1de30148db9b	8.0	4.0	0.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	Unassigned
4d92223a30c4ec14b04306e5d12522fc	8.0	6.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	Unassigned
8c648c300f1a3677460bc4ca787dfd85	8.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	Unassigned
e28c719e26a56c15c8e9f72ac8a0020d	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
c57d533c46e8492453cf286127de06e1	3.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	8.0	0.0	Unassigned
dd5d5c1f78dc669cefe426e034cdd88e	8.0	7.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	d__Eukaryota
1323b6c2e874453c9261a71844215d61	2.0	8.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
065ba1ee9276abda2626db91a52b0c89	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria
9edb595977ea8a617dfff37f6be79792	0.0	9.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	Unassigned
3b4cb2f6a59f2e61e604c492bf9aeb9c	0.0	9.0	0.0	3.0	3.0	0.0	0.0	8.0	0.0	0.0	d__Eukaryota
80e2e998e41d561cdb8fb5cac7681e62	0.0	3.0	11.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	d__Eukaryota
8b30def2596daab0cd229c26a641e7e1	0.0	0.0	8.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	Unassigned
0d0c915d706ffecd0318618d79a36f1e	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	11.0	0.0	Unassigned
dff7881cbbd5c99f34569c5ad6315bfc	0.0	0.0	0.0	0.0	4.0	0.0	7.0	0.0	12.0	0.0	Unassigned
94ecddaeb1e7003c9abb500560a1cf6d	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	Unassigned
fb4e25fba59e8b9982652358bc7a6007	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	12.0	Unassigned
b4e563cb427622e131507475e1bcc889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group
d60750655683ec990c9f754232460632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	Unassigned
e5fabcdb01417316df0ead05a00bf2b6	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
6b0f8b1df4d3726cf17a5392bf1fe05d	7.0	3.0	6.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	d__Bacteria
56bfe1be36a7bcbcc75c96f9712b8b8d	7.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	4.0	4.0	d__Bacteria
d8522eca30210b3db51939937f0dece7	9.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
28be2d709a08004fbca6fa18d7cfe8c4	7.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
17aa899b6fbf48175309099c6a213db1	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	Unassigned
14ba67c6102861574f6e8ab5221b1696	4.0	5.0	6.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	d__Eukaryota
e8549ae21a0b09211f98f564551857ba	6.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	d__Bacteria
aa5f9340a00b79cb6d1fc55f4acd3f82	4.0	0.0	5.0	0.0	0.0	4.0	5.0	0.0	4.0	0.0	d__Eukaryota
56b751266dea4ba07607e1ce10f6b454	3.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	3.0	0.0	Unassigned
e2b956a3b88ad471da98dc8dbe640edf	10.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
2e9e7fbb374a362f9465f380c8f54fab	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	Unassigned
ba4d3ae2c52e8731135e23a602b95e14	0.0	5.0	6.0	0.0	3.0	0.0	3.0	0.0	5.0	0.0	Unassigned
cbc84acf6110d9cd7bab0d1a130fc59a	0.0	4.0	0.0	2.0	5.0	0.0	0.0	0.0	11.0	0.0	Unassigned
d6019b23bc67936bbe4de262ca5ccdbe	0.0	0.0	11.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	Unassigned
20ffcecdd95642f6a424d7ffe22545c5	0.0	0.0	9.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	d__Eukaryota
867e1db4f753cabf546805b49c0c9176	0.0	0.0	13.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	Unassigned
815e8c5efc3d87794fef9d9dc4f744a6	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
644beffeaa95c349ce7bc57ac0f088e9	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	d__Eukaryota
7ae0d971dfb2b791108fab31da895e29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	Unassigned
a71f8292127c0c69714c248f54a5c497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	Unassigned
