OTUID	taxonomy
7860cddc374cfc3713faf5d83f189dc2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
038c763d08975963aa08da345ad513b1	Unassigned
d4f1ddb91bb15ccbcff7bb320053fee3	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella
dd01c1eb171f2a4e0bcfc83df640296f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Ezakiella
0331d28472a2079bbc010e3b2f8c7d23	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus
10a41adaad57ed4b2f7b06e32577b674	d__Eukaryota
252646b1c965c7fa0cac1c11cc0f77d9	Unassigned
588b9298ff1b3f0192753448e1a59d33	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas
7f6482c2c4ad83439cd9a4dcf6ab76f6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
2651bec5bc2da90df59ec6b29510d334	d__Eukaryota
4fa22fac96df9034ad969a55f285f03d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus
ca801dfe94a333b66388b4892f14eead	d__Eukaryota
4301e598c24755eefb665eb64376fdc4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__gut_metagenome
6eab2c8bde1cb405725bb13beffd7ea0	d__Eukaryota
2dc2438c5e9e0c64c63a5067b75ac809	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
693fc3c719bacc6646bbbd4b1ecab7ce	d__Bacteria
63f8933638144652cb0cf6d50d317046	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__Christensenella_sp.
5ccdfa47b5d7ce6d06e9484f60184fc8	d__Eukaryota
83708964b800636c6bf87250fab3c6f3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ethanoligenenaceae; g__Acetanaerobacterium; s__uncultured_rumen
142dca8750c55f2c4e6d9d37c502a75d	Unassigned
9211faefdab0fa98f88f086a77713500	Unassigned
ea87b92f131fead09ce2e7b0f759dbbd	d__Bacteria; p__Firmicutes; c__Clostridia
8ecdaf2cb728c40f8d344c75a9659f18	d__Eukaryota
dad9ea0488d58480251e96699f2f061b	Unassigned
1f1c9afed4c7160d9e931966f9c0e15d	d__Eukaryota
ff9e0c9c13d3d4947d73a1f882e3d38e	Unassigned
ae47d2d53eb8b537d51d9d31d51c730d	Unassigned
c4bb65447cee56bb14c30693e17be507	Unassigned
db34a2a90073ca1936a8e687d4ff418e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
bee5e2a159c615c53676538a7e523399	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Enterorhabdus
58355fe511023de311b0e7b043cc6707	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1
71d70911922b1a2e05fea66f6795b099	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_FCS020_group; s__uncultured_Clostridium
c3882faff1b6e9bca0244329d0b532ba	Unassigned
23d05f828c9df0de436d983cfef651f2	Unassigned
4bf9f2f65e121bf3b39fa60754cf4e66	Unassigned
36f7a4f19b497620fde7e0f43f596615	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__NK4A214_group
1402c69b58196443081102e348595349	d__Eukaryota
b9e222f7bd34a5dd3046c6ed8113cfb6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catenibacillus; s__Catenibacillus_scindens
529eec0d4ed4d2dba47f25c76dad5c80	Unassigned
7beeb81b7bd41f5b37fa043f93c85815	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
0ca63f1ea51bc95eab5232589694d816	Unassigned
1e847271d50c8228bb3cc7be61debacb	Unassigned
f0422803777a1e8d788bf5e28edbbfbe	Unassigned
7096809eed78a5331445339a520955b2	Unassigned
c272b90e5ab3cb5e85a055ed0fc43e0c	Unassigned
705abbf15dec6aec66a35051e39d27bf	Unassigned
4905154888f8b89a661d67ff9abc539b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_urinimassiliensis
8861c081006812e2553b717d51ad7778	Unassigned
f54076510b621aa38dab44c7900c61a4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Tyzzerella; s__Tyzzerella_sp.
e2b956a3b88ad471da98dc8dbe640edf	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
8b5f0661bde6c645ebf5360c9f22902e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus
b4e563cb427622e131507475e1bcc889	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group
edf41170c7df74d944cfdae2409d940e	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Eggerthella; s__uncultured_bacterium
6d0efb331c39b8f78cc42293ed0ea5e4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__UBA1819
dcfb8835df268adbb1bebdb8fc9e228a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
cc9ae260d59ebd4f13525bbf2789313d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-003
b716e9921d8f2cd03d3ab332769fe3c7	Unassigned
42992146a1c8c63aa5ef391131c52bfb	d__Eukaryota
d5673d2adb3403215b31f64660cbc39a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
55333ce875424c713b24cca2585bca4b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mutans
d4d1e53bc63df75d67de56597274a94a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
6064b255a907c27d503039ed787914cb	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_brachy_group; s__uncultured_Eubacteriaceae
97b87386c417f4cbddd44f2f378daeb0	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Slackia; s__Slackia_exigua
46af952476cc4f4e24885d1a5d9afb03	Unassigned
f5f40f15d258890b2645a83434d1251f	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella; s__Olsenella_uli
15957ff8adb9a811d44a9db239c37186	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
5e457e1b60f1e22ffa9fb4fc00ac5be1	Unassigned
c9b91e13f44db01833c0dcceaedf9d99	d__Eukaryota
dff7881cbbd5c99f34569c5ad6315bfc	Unassigned
c0cd35d4151855eed17f70a23ef60aa7	Unassigned
610558ae1c392371e29169ebe8ed08df	Unassigned
622c086cd452d4e10b2cd4e701202c7b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
7bd39c63bae9cf990b4421e36eeef010	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
a791d99bda1f14a42e4bdae622fec277	d__Eukaryota
1901baaab0316ac4dee528d4e5752bf4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_marine
d82e1ea86f6251218af06e6c94a754f9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales
9b228c5ad70d59b335d780c687b1e0aa	Unassigned
68655b39af71c29b6ec8a1f8c75310b2	Unassigned
6e51be519ffe197929f6eebe06836da9	Unassigned
971599dacafec5fabceedcd7bb3eb8ae	d__Eukaryota
17109e206b9c21b97ca377a76babbbe7	d__Eukaryota
f6e2d948b2e4b989b822555eede41e54	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ethanoligenenaceae; g__Acetanaerobacterium; s__uncultured_rumen
4a40004fdb89248d6dc4de6edbbf455e	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus
630854115cd505681b74d630e4d2f2a2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
dd4e596422dea6556fe84a81ccd4d17f	d__Bacteria
7f790b25cb9261dc7134f4d298fe9cae	Unassigned
60d1bd7ab070a3d094a479bd04aa4255	d__Eukaryota
574ff53ec4baec351b70651ee97e0098	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae
2b5c695708ad2f63c2c5672ebd6c76b4	d__Bacteria
087c3005376a43364fcbd37722e24850	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
30d42ebd2d6062003d0d51ec44359647	Unassigned
e5a13ca9485876b841daa752208a7bea	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Negativibacillus; s__uncultured_bacterium
76b99c3b74a6edc00b7bab83d90a601b	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella; s__Olsenella_uli
1965eed62ed40b94ee750512856bff49	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Tyzzerella
56b751266dea4ba07607e1ce10f6b454	Unassigned
2a3eea568f744eae19304697659ab14a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured; s__unidentified
50068f8c8b0e40a11e96ca73a0ca61c2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
94783cb0ab73086f21756f6164c02084	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
d9717806a27d7728c2a5da4e9868f5ef	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__[Eubacterium]_coprostanoligenes_group; g__[Eubacterium]_coprostanoligenes_group
a5a4384e59c219ccc57312b584275ddf	Unassigned
23f3e4078fe25a440a10264958267ca6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
faee240309160607148db8ffc7f3b919	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium
d13fe028ce48dc8ee1b310f3391ba508	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
588d89e6e8f699b0e778f09e09f69919	d__Bacteria
819b60490965bf9bbcb3225f5ab68a1a	Unassigned
2a3a552cab2c138f06cea111c3dce66c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catenibacillus; s__uncultured_bacterium
adc90b9ec5971d913ba2ed01f7376768	Unassigned
6031920c3c3322caaf4a80ca4bdcd202	Unassigned
69203a8a5f9ef4f30c38959f1d7850f1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Candidatus_Soleaferrea; s__Ruminococcaceae_bacterium
90b7de760581fa0b09f6a6aaf60469d4	Unassigned
bffc2dcc4c16ef0e90d95a3ceaba2393	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group
a80b24097e0aec48350ce853555faca4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
0c247824b5f1b929338f3dd1937ce5b1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas
ffd3c61ac97c06f67e1bcb868998fceb	Unassigned
0bb15dbce9e0766c3d3151e4a29152d1	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelotrichaceae; s__Faecalitalea_sp.
920905b1d9852c9e3cc4da19aa1ffecd	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
35761e6cff337658e3c92d0d9d732b51	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_coxii
f58cf2e756981c4e6dd880b84a411de0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_eutactus
e28bec3c8bf9266fed8ec2e9edd7c661	Unassigned
5923f31541bd2f0c4b5aa0d486519c7d	Unassigned
95ab1f1609a9a89f64e96a0223b165f1	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium
26de4a895c5eba4f56e2590b86541600	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; f__Peptococcaceae; g__uncultured; s__uncultured_soil
b5892c302e113bf26ddfd931f2ea772e	Unassigned
5655ea4376f4a3f8b5a7fc9db4dce12e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
f2494be16becc7ff68b5613aa110fbf4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__uncultured; s__uncultured_bacterium
7c0e1cb19bdfe308eb905568968c6c8e	Unassigned
8ff31517558a7d5a3c3dac1ba2adc946	Unassigned
eb32c5e2b63bf10abb3d0533722caf00	d__Eukaryota
35fc80925a285892d49a004c0cf48b13	Unassigned
cc560fd1c86243e8a33b42b068d3106d	Unassigned
03099b52714f64c6139c79b6b4ba1155	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured; s__uncultured_Ruminococcus
32e80923cd65230e722b7763c1fa9db7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_torques_group
b8dca914b0660069a9c82641ba121bf6	Unassigned
dd5d5c1f78dc669cefe426e034cdd88e	d__Eukaryota
a0e00bad9db1b23c7646402f7c1b6ab2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
60a56628b50cb55b9050e14b6af453d8	Unassigned
0268cb33ea54490c38747dfbca51434f	Unassigned
5b3f950999aa93566939b23bfc9e3de7	Unassigned
00e359d782e4b07f36da3f672d4a393a	Unassigned
2e03befbf07a43e951d565709f61c8e2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
2926525edb43269819c6e635617c20d7	Unassigned
8318da069c114b73a00e2ece4a292c24	Unassigned
14bf99d3e28949b7a4b2b84407510a5a	Unassigned
da153d9e5fa499ccc1b3da2e3c44be00	Unassigned
214656d777f0daffccb4a0998c6db88a	Unassigned
e1ab4f2975f7317165e8179dc51fe6dd	Unassigned
6ad14a2d9b5f9e071ed1691f6d921e00	Unassigned
801ca70302435de025b6126765de5b15	Unassigned
76b447bcbbf71bd99137351a24b5ff7c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
94335daa8bb5cae61c554ca9d93aa3ad	Unassigned
12e725efe74dd431b1d192270af7e156	d__Eukaryota
ad00d59ce385e36e17501af1b4b36004	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Marvinbryantia
e369098d1053a7a2796e791970e3c224	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_pontis
c8f6c3c35d1be5779418ca4a62340e6b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__CHKCI001; s__uncultured_organism
af099bc76b13ecaf5129ac81f46a4f4d	Unassigned
2b7978f1fc4580602f753efbec82ae2c	d__Eukaryota
ff8e41dbc090c4e5fed37428a92d322c	Unassigned
9f25e669e625c3689c3efa770133e16a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__Blautia_caecimuris
52c041717ef13a131b577eb862a60be1	d__Eukaryota
314682ab572e2b55f0148ef21388fc46	d__Eukaryota
66622a78e77706f2a9d6d97ce859609b	Unassigned
6df160ea6203284a6b43bb45c973812e	Unassigned
d0af8a65937905c48d907032c024607c	Unassigned
343f622e35381ba0ab7f085818917d0f	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter
c569692bc70a6cb6ab2039f5c6e34965	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_concisus
b616c83d40a1d4a49e76bab7db1eed19	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces_graevenitzii
9baa6ecf3a63b6efda84e5c1a480557d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum
ba7d644c0855c4b86b6ae8aef31afb56	d__Eukaryota
f9c77f51cc80df6e46e2d93a4a351fb6	d__Eukaryota
1e7531987e8572d968fd20a29f0cd8a9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__uncultured
85a1ef9dddc0912b6bf5e89751dda107	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__Mogibacterium
5cb86ae59e50ebb571537fbefc70ba3b	Unassigned
06c1c7c1aca92aa8849e3ba6a2811455	d__Eukaryota
782878fb6b5e1a95fc4abc25fb89a898	Unassigned
9d2106ea1cadc1bc47a03c35fcbe7813	Unassigned
21dd76bc51ef1eb704d99bcb2e2ff03b	Unassigned
307993caad271450d5e5c0095d81f001	Unassigned
e595e95b7b5dc1984dcacb05c2f5122e	Unassigned
e668221d7d1bb384d55216627b39df33	Unassigned
074be38b639b7da36c3f8b06da14677d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-008; s__uncultured_organism
4b4cdf5368e2f02d4f9c2c98bc6634f8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__UBA1819
1412fdbb7cf6d3789c17ede19736bd2f	Unassigned
749e38388e30b96e3403d7166e4befda	d__Eukaryota
45022cc2b6b0c6ec1e6cfa4ed3737470	Unassigned
0b7f466e30f944c9163b614659969b1b	Unassigned
d113f36088e7432eb3174197425525e8	d__Eukaryota
1003047c04ee30f6d198e82b46451c24	Unassigned
692ab87986dfef56aed9c828b55313f3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium; s__Massiliomicrobiota_timonensis
7ead0696ac5323534faa4bd909743e86	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
ae57f65ddcc6b9244d87d2ef479815fd	Unassigned
a467640703e3fdf6a58f33594d56f8e6	d__Eukaryota
59d81bfca5a16a8a16f2dec2c72fb1f2	d__Eukaryota
720878599de1f9427b512564f870bc7d	Unassigned
14930d457ce2c9b1d216882fe20a9e98	d__Eukaryota
7aee6e208929b15dec0cbd122ab0bcc9	d__Eukaryota
327149cf95209674819130077a1b8365	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__GCA-900066575; s__uncultured_organism
a48fc89c3bd99c46eadcf232d082e3a8	Unassigned
05873e1b812e48b82d07bfaff854b7df	Unassigned
eca1bb79ba16ac3a53f5e3767b04238a	Unassigned
b6f65dbb2a889425b212d66210df079d	Unassigned
cd34227edb12d43fc2d9d0af56e2df08	Unassigned
2ce2c31a5597a32849330bc6e8c43545	d__Eukaryota
f57f5df17a46e40331b4747c450c2616	Unassigned
00ed9b27761bbc9fb528f93abc0eaff4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae
becb83bda617886e356f463c39aecdee	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
ffd7ebc37f11e36068cb64910138a8d7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides
d7caa61dfe0ea11f4c94674b4da6952f	Unassigned
43db801c8cef236d994499dc46999af2	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
a64a6c3e3edb5bd3e9a521037fbeef0e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
0ad438cc2ff00983dd0da74a97c3d37e	d__Eukaryota
cf19c11ea9056c346b124abd47e0d8cf	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium
107f2abf6a2d98917ba58a2b4014e57a	Unassigned
038f51722aee9f1a7d73be55b957a774	Unassigned
c5097a123c01a310ff4a08fbec0b0815	Unassigned
01d12f8a1bd7edb9fc6862b9f2705177	Unassigned
1325d2f85c119202e755367e91c72a76	Unassigned
81c56330a9ba2977e6469b8b52797575	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium
a3ed606804d1871121347e92febdfe6b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_kefiranofaciens
4dc86978e797343fad160bbf0b3215c6	Unassigned
4699254e1e06b3f34f9d7b8bab0828f0	Unassigned
ad696f5c81e5ee42ccb79c282514acbd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
62ee3558ad841ad2efb88b90fd22b8f7	Unassigned
9fa8c00c9c1cd66dd8691d3669326885	d__Eukaryota
a8ae28af9dfaba80c79b82fb1d2f5a3a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group
bad538856be3442fb2c21327a4439e0d	Unassigned
58bb2e49826bbf883871c182d6c7143e	Unassigned
a5c959ee9868e7b72c327440acad9813	d__Eukaryota
a67c8e87e714b107da36d1945d39dbda	d__Eukaryota
7239b02a0850641e8335914cb87ac18d	Unassigned
9f6cb6875f83236b0cef324edaca5e6d	Unassigned
c1b25eac53441a45c7ce11d936887bcb	Unassigned
279a97df3aae54904e77c2e15641de7a	Unassigned
30a3e673e572a689155cf8b0a12f2c1f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter
e1acadea782fa2bf2862ee41b0cb957b	Unassigned
26d6ad2f302f36d38c5e688c7b5b179d	Unassigned
d689cea298c899a2692268d4830fe22f	d__Bacteria
2b51c274cba80076d1b98e231f2d5697	Unassigned
ae75afede90117ab895c929ecdbaecc5	Unassigned
951527bdd5f429fb39baf4c29e6be3a9	Unassigned
1e996f1f4956bcf9ae3ed67cbc725a71	Unassigned
5cadd1d160ce6b5ddc979b7fa0fd19d1	Unassigned
5176bc42dbb5fbae01059141c04f7896	Unassigned
751eb84b0a44ede3c3ae9ed410081ea9	Unassigned
45d7fc341c9db1ca0f46f70bff6c9c5f	d__Eukaryota
f49a1e37f54539be66ec29d8314d2173	Unassigned
5dbcd42cc7d05c3615625c892079138f	Unassigned
4cf557c20fed1eee40a8e654962145e7	Unassigned
c33a0c3079d7e0d385752c5dcd410258	d__Eukaryota
296e59abc2bb0f60a46555691d415728	d__Eukaryota
6a4c6a9dc769df898fd15ce7046aec65	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus
a81d1dce842c2fb6d175a0bb4a1afa39	Unassigned
69416b79c946563d9675237c0df006ca	Unassigned
5cea30c0c0a3da2405107b8510e67fc5	Unassigned
c45d83d8a458b43a64049b437a31ef1e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
83f9f977104ea7ef7fca849fbd2dfe8b	Unassigned
769f8740d8700ec4039f2dec656d63be	Unassigned
f4243915ea43e5455d5412d7c8754977	d__Eukaryota
b7b3e0c5bfbeb7ac05b27e59d790a614	Unassigned
628794890a96a8df7671515689dbab1b	d__Bacteria
3187e7c9af21c139f536dac56adf3f6c	Unassigned
90740f3f9f556bd9c03aaed5e063d868	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella
af2a3f7b60c475ee6a30391a98c4b91a	Unassigned
8bc834eb465db2a942744507e899210a	Unassigned
d3edd218fb36fafea3b6f2c71cb939e5	Unassigned
b1370e8772326785fb68f5759239944b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Moryella; s__human_gut
5cfda06eb78fc595682a43f6d3462e63	Unassigned
3180d164c3a179047a0f25e89112e75a	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast
a2717e78f1a26370561d25fbacfb35ef	d__Eukaryota
e0c68112e1bf3cdfe65222029f9fc13c	d__Eukaryota
ca223cd27064331d1f1a63828cb2f793	Unassigned
6209f4e8b92fe9b6427242ce3551b1f5	Unassigned
e6f6ab9096345405c43cec751745feb8	d__Eukaryota
2cbd931e691f629869993ebe36f65de1	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia_sp.
5a6ff35beb9f486913b141c62a808c5d	Unassigned
ca45d651b4c8981b5c82056fdf975851	d__Eukaryota
8ded06e065c5d783be85f95e2400b8c1	Unassigned
db81bc68d8937df3ee89c359f48506d1	Unassigned
1edae78b60b4e17295be83315349adc3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
3198b3eb0b11b1c8d25bd399a30c8398	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium
71ca48fc7768dc318210ea8a2d8910b9	Unassigned
f27d3786b465c34e1b8971edd2dfd86f	d__Eukaryota
a509af8e1ecac9accdf4c74aa7c1cf28	Unassigned
